"pmid","title","abstract","journal","authors","mesh","pub_date"
34757990,"Uptake, Retention, and Adherence to Pre-exposure Prophylaxis (PrEP) in TRIUMPH: A Peer-Led PrEP Demonstration Project for Transgender Communities in Oakland and Sacramento, California.","TRIUMPH (Trans Research-Informed communities United in Mobilization for the Prevention of HIV) was a community-led, transgender-specific pre-exposure prophylaxis (PrEP) demonstration project at 2 community-based clinical sites in California. TRIUMPH used peer health education, community mobilization, and clinical integration of PrEP with hormone therapy to promote PrEP knowledge and acceptability. The goal of this study was to evaluate PrEP uptake, retention, and adherence among TRIUMPH participants and examine site-based differences. Eligible participants were adult transgender and gender diverse people interested in PrEP. Participants were seen at baseline and at 1, 3, 6, 9, and 12 months for PrEP provision, clinical visits, and HIV testing. PrEP uptake was defined as dispensation of PrEP, PrEP retention was defined as proportion of expected visits completed among those who initiated PrEP, and PrEP adherence was assessed by measuring tenofovir diphosphate concentrations in dried blood spots. Logistic regression models quantified the association of variables with PrEP outcomes. TRIUMPH enrolled 185 participants; the median age was 28 years (interquartile range: 23-35), 7% was Black, and 58% was Latinx. PrEP uptake was as follows: 78% in Oakland and 98% in Sacramento; 91% among trans women, 96% among trans men, and 70% among nonbinary participants. Almost half (47%) rarely/never believed about HIV, and 42% reported condomless sex act in the past 3 months. Participants who reported higher numbers of sex partners were more likely to be retained and adherent; other predictors of adherence included not having a primary partner and not experiencing violence in the past 3 months. This community-led, trans-specific PrEP demonstration project documents high levels of PrEP initiation in a young transgender and gender diverse cohort at risk of HIV acquisition.","Journal of acquired immune deficiency syndromes (1999)","{""Sevelius, Jae M"",""Glidden, David V"",""Deutsch, Madeline"",""Welborn, Layla"",""Contreras, Alejandro"",""Salinas, Arianna"",""Venegas, Luz"",""Grant, Robert M""}","{N/A}","2021-12"
34757991,"Expanding the Pie-Differentiated PrEP Delivery Models to Improve PrEP Uptake in the San Francisco Bay Area.","Pre-exposure prophylaxis (PrEP) uptake among trans people to date has been low. Recommendations implemented in San Francisco to offer PrEP with feminizing hormones have not led to improvement of PrEP uptake in trans communities. New delivery models may be needed. The aim of this study was to examine whether a PrEP-only clinic was more likely to serve trans people at highest risk of HIV than trans-affirming primary care clinics. Participants were recruited between 2017 and 2019 as part of a PrEP demonstration project in the San Francisco Bay Area. Survey data including sociodemographics, HIV-related risk behavior, barriers to PrEP, and self-reported PrEP adherence were collected at baseline, 3 months, and 6 months for all participants. Bivariable Poisson regression models were used to examine differences between participants in the primary care clinics and PrEP-only clinic delivered to participants. Baseline survey data were collected from 153 participants. Those with a higher number of sexual partners were significantly more likely to use the PrEP-only clinic rather than the primary care clinics. Participants with higher perceived HIV risk and those who engaged in sex work were also more likely to use the PrEP-only clinic compared with the primary care clinic. Medical mistrust was higher at baseline among participants of the PrEP-only clinic. PrEP adherence was not significantly different by delivery model. Few participants identified PrEP barriers, such as interactions with feminizing hormones, to be determinants of PrEP uptake. A PrEP-only delivery model could improve PrEP uptake and may better meet the needs of trans people who could most benefit from PrEP.","Journal of acquired immune deficiency syndromes (1999)","{""Wilson, Erin C"",""Turner, Caitlin M"",""Sanz-Rodriguez, Christina"",""Arayasirikul, Sean"",""Gagliano, Jayne"",""Woods, Tiffany"",""Palafox, Erika"",""Halfin, Janet"",""Martinez, Lorena"",""Makoni, Bessa"",""Eskman, Zebediah"",""Lin, Royce"",""Rodriguez, Esteban"",""Rapues, Jenna"",""Pardo, Seth"",""Liu, Albert""}","{N/A}","2021-12"
34757993,"Advances in artificial intelligence and deep learning systems in ICU-related acute kidney injury.","Acute kidney injury (AKI) affects nearly 60% of all patients admitted to ICUs. Large volumes of clinical, monitoring and laboratory data produced in ICUs allow the application of artificial intelligence analytics. The purpose of this article is to assimilate and critically evaluate recently published literature regarding artificial intelligence applications for predicting, diagnosing and subphenotyping AKI among critically ill patients. Among recent studies regarding artificial intelligence implementations for predicting, diagnosing and subphenotyping AKI among critically ill patients, there are many promising models, but few had external validation, clinical interpretability and high predictive performance. Deep learning techniques leveraging multimodal clinical data show great potential to provide continuous, accurate, early predictions of AKI risk, which could be implemented clinically to optimize preventive and early therapeutic management strategies. Use of consensus criteria, standard definitions and common data models could facilitate access to machine learning-ready data sets for external validation. The lack of interpretability, explainability, fairness and transparency of artificial intelligence models hinder their entrustment and clinical implementation; compliance with standardized reporting guidelines can mitigate these challenges.","Current opinion in critical care","{""Ozrazgat-Baslanti, Tezcan"",""Loftus, Tyler J"",""Ren, Yuanfang"",""Ruppert, Matthew M"",""Bihorac, Azra""}","{N/A}","2021-12"
34757994,"Timing of renal-replacement therapy in intensive care unit-related acute kidney injury.","The optimal timing of renal-replacement therapy (RRT) initiation for the management of acute kidney injury (AKI) in the intensive care unit (ICU) is frequently controversial. An earlier-strategy has biological rationale, even in the absence of urgent indications; however, a delayed-strategy may prevent selected patients from receiving RRT and avoid complications related to RRT. Previous studies assessing the optimal timing of RRT initiation found conflicting results, contributing to variation in clinical practice. The recent multinational trial, standard vs. accelerated initiation of renal replacement therapy in acute kidney injury (STARRT-AKI) found no survival benefit and a higher risk of RRT dependence with an accelerated compared to a standard RRT initiation strategy in critically ill patients with severe AKI. Nearly 40% of patients allocated to the standard-strategy group did not receive RRT. The Artificial Kidney Initiation in Kidney Injury-2 (AKIKI-2) trial further assessed delayed compared to more-delayed strategies for RRT initiation. The more-delayed strategy did not confer an increase in RRT-free days and was associated with a higher risk of death. Early preemptive initiation of RRT in critically ill patients with AKI does not confer clear clinical benefits. However, protracted delays in RRT initiation may be harmful.","Current opinion in critical care","{""Jeong, Rachel"",""Wald, Ron"",""Bagshaw, Sean M""}","{N/A}","2021-12"
34758014,"Progress Toward Regional Measles Elimination - Worldwide, 2000-2020.","In 2012, the World Health Assembly endorsed the Global Vaccine Action Plan,* with the objective of eliminating measles","MMWR. Morbidity and mortality weekly report","{""Dixon, Meredith G"",""Ferrari, Matt"",""Antoni, Sebastien"",""Li, Xi"",""Portnoy, Allison"",""Lambert, Brian"",""Hauryski, Sarah"",""Hatcher, Cynthia"",""Nedelec, Yoann"",""Patel, Minal"",""Alexander, James P"",""Steulet, Claudia"",""Gacic-Dobo, Marta"",""Rota, Paul A"",""Mulders, Mick N"",""Bose, Anindya S"",""Rosewell, Alexander"",""Kretsinger, Katrina"",""Crowcroft, Natasha S""}","{Child,""Disease Eradication"",""Global Health"",Humans,""Immunization Programs"",Incidence,Infant,Measles,""Measles Vaccine"",""World Health Organization""}","2021-11"
34758063,"Immunoglobulin Isotype Switch after Anti-BCMA CAR T-Cell Therapy for Relapsed or Refractory Multiple Myeloma.","N/A","Blood advances","{""Liang, Zhiyu"",""Li, Ping"",""Kang, Liqing"",""Zhou, Lili"",""Xu, Yang"",""Ye, Shiguang"",""Du, Juan"",""Li, Bing"",""Wang, Yiwen"",""Yu, Lei"",""Qian, Wenbin"",""Liang, Aibin""}","{N/A}","2021-11"
34757995,"Health system perspectives in acute kidney injury: commitment to kidney health and planning implementation interventions.","To discuss a deliberate commitment by health systems to optimize kidney health and outcomes of patients who are at risk for or develop acute kidney injury (AKI) during hospitalization. In 2019, the US Department of Health and Human Services set national goals targeted at improving the care and outcomes of patients with kidney disease including prevention by reducing the number of Americans who develop end-stage kidney disease (ESKD) by 25% by 2030. In response to this call to action, there is a need to focus on education to identify patients at high-risk for kidney disease development and progression, active surveillance methods to ensure timely identification, offering better follow-up care after an episode of AKI. A strategic approach to determining the health systems level of commitment and developing a plan for organizational change is discussed in this commentary. Items for consideration are structuring sound implementation projects and selecting implementation interventions. Clinical interventions to consider for implementation include the use of clinical decision support for detecting patients with AKI, novel biomarkers to determine patients at high-risk for AKI and nephrotoxin stewardship to prevent medication safety complications and drug-associated AKI. There is a national call to action to improve the care and outcomes of patients with kidney disease. Health systems have an opportunity to respond by providing a high level of commitment towards ensuring the best kidney health for all patients equally. Deliberate change that is sustainable and scalable should be considered by all health systems.","Current opinion in critical care","{""Kane-Gill, Sandra L""}","{N/A}","2021-12"
34757996,"Postoperative blood pressure management in patients treated in the ICU after noncardiac surgery.","Blood pressure management is a cornerstone of hemodynamic management in patients treated in the ICU after noncardiac surgery. Postoperative blood pressure management is challenging, because blood pressure alterations after surgery can be profound and have numerous causes. Postoperative blood pressure alterations are common in patients treated in ICUs after noncardiac surgery. There is increasing evidence that hypotension during the initial days after noncardiac surgery is associated with postoperative adverse outcomes including myocardial infarction and death, acute myocardial injury, acute kidney injury, major adverse cardiac or cerebrovascular events, and delirium. Thus, postoperative hypotension could be a modifiable risk factor for postoperative adverse outcomes. However, robust evidence for a causal relationship between postoperative blood pressure and postoperative adverse outcomes is still lacking. Future research on postoperative blood pressure management in patients treated in the ICU after noncardiac surgery needs to assess whether the prevention or treatment of postoperative blood pressure alterations - especially postoperative hypotension - reduces the incidence of postoperative adverse outcomes.","Current opinion in critical care","{""Briesenick, Luisa"",""Flick, Moritz"",""Saugel, Bernd""}","{N/A}","2021-12"
34757997,"Patient Blood Management in intensive care patients.","Patients admitted to ICUs are a heterogeneous group, displaying multiple anaemia risk factors and comorbidities. Clinicians should therefore take all possible measures to identify modifiable risks. Patient Blood Management (PBM) is an approach promoting the timely application of evidence-based interventions designed to maintain patients own blood mass. Within ICU-patients, anaemia is highly prevalent. Generally, anaemia is associated with impaired outcome and need of blood transfusion. Currently, with ICUs working at full capacity and the global blood reserves exhausted, the SARS-CoV-2 pandemic reinforces the need for PBM implementation. For instance, implementation of a comprehensive coagulation management and measures to avoid iatrogenic blood loss may prevent bleeding-associated complications and adherence to blood transfusion guidelines may reduce adverse events associated with transfusion. Critically ill patients display various morbidities often requiring individualized treatment. PBM offers patient-centred measures to improve outcome any time during hospital stay.","Current opinion in critical care","{""Hof, Lotta"",""Choorapoikayil, Suma"",""Meybohm, Patrick"",""Zacharowski, Kai""}","{Anemia,""Blood Transfusion"",COVID-19,""Critical Care"",Humans,SARS-CoV-2}","2021-12"
34757998,"Implementing Live Virtual Surgery in the COVID Era: Overcoming Medicolegal, Technical, and Educational Hurdles.","N/A","Plastic and reconstructive surgery","{""Dinis, Jacob"",""Prsic, Adnan"",""Junn, Alexandra"",""Hsia, Henry"",""Alperovich, Michael""}","{N/A}","2021-12"
34757999,"Resorbable Synthetic Ventral Hernia Repair in Contaminated Fields: Outcomes with Poly-4-Hydroxybutyrate Mesh.","Hernia repair in the setting of contamination poses unique challenges, including complications such as recurrence and mesh infection. The ideal contaminated hernia repair including type of mesh use remains controversial. Poly-4-hydroxybutyrate is a biosynthetic scaffold for soft-tissue reinforcement and hernia repair and is potentially useful in contaminated hernia repair. The authors aim to describe postoperative outcomes, recurrence, and patient-reported outcomes after contaminated hernia repair with poly-4-hydroxybutyrate. Adult patients (18 years) undergoing a contaminated hernia repair with poly-4-hydroxybutyrate (Phasix) performed by a single plastic surgeon between January of 2015 and May of 2020 were identified. Patients with a ventral hernia defect and a Centers for Disease Control and Prevention wound class of II, III, or IV were included. Primary outcomes included recurrence, surgical-site infection, surgical-site occurrences, and surgical-site infection/occurrences requiring procedural interventions. As a secondary outcome, the authors assessed patient-reported outcomes as defined by the Abdominal Hernia-Q and Hernia-Related Quality of Life Survey. Sixty patients were included with a median age of 52.5 and body mass index of 31 kg/m2. Median defect size was 300 cm2. Twenty-eight patients (46.7 percent) experienced a complication. The most common complications were surgical-site occurrence [n = 20 (33.3 percent)] and surgical-site infection [n = 10 (16.7 percent)]. Median follow-up was 24.2 months, with a recurrence rate of 8.3 percent (n = 4). Overall patient-reported outcomes improved postoperatively, and improvement was not affected by the presence of a complication. Poly-4-hydroxybutyrate use in contaminated hernia repair shows promising results with an acceptable safety profile. Although complications are frequent in this complex cohort, patient-reported outcomes improvement was significant even in patients with complications. Therapeutic, IV.","Plastic and reconstructive surgery","{""Christopher, Adrienne N"",""Morris, Martin P"",""Jia, Hanna"",""Broach, Robyn"",""Fischer, John P""}","{N/A}","2021-12"
34758000,"A Less Costly ""No Touch"" Technique: Iodine-Impregnated Adhesive Surgical Drape.","N/A","Plastic and reconstructive surgery","{""Pflibsen, Lacey R"",""Leach, Garrison A"",""Teven, Chad M"",""Bristyan, Meghan C"",""Holcombe, Travis C""}","{N/A}","2021-12"
34758211,"Decrease in Suicide During the First Year of the COVID-19 Pandemic in Taiwan.","N/A","The Journal of clinical psychiatry","{""Lin, Chien-Yu"",""Chang, Shu-Sen"",""Shen, Lih-Jong""}","{Adolescent,Adult,Aged,COVID-19,Humans,""Middle Aged"",Pandemics,Registries,SARS-CoV-2,Suicide,Taiwan,""Young Adult""}","2021-11"
34758519,"A comparative study on the difference of gut microbiota and its biomarkers between patients with pulmonary tuberculosis and healthy controls].","N/A","Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases","{""Lu, Y H"",""Shi, W P"",""Hu, Y"",""Xia, F"",""Ning, Z"",""Wu, M Y"",""Chen, C"",""O Hu, Y"",""Xu, B""}","{Biomarkers,China,""Gastrointestinal Microbiome"",Humans,""RNA, Ribosomal, 16S"",""Tuberculosis, Pulmonary""}","2021-11"
34758001,"Asian Face Lift with the Composite Face Lift Technique.","The composite face lift is becoming increasingly popular following recent advances in understanding of facial anatomy that enable safe sub-superficial musculoaponeurotic system (SMAS) dissection. This article presents the authors' technique for composite face lift in Asian patients and reviews their experience and outcome with this procedure. Composite face lifts were performed on 128 Asian patients between January of 2010 and June of 2020. Ninety-four were primary face lifts, and 34 were secondary or tertiary face lifts. The authors' surgical technique and adaptations for the specific requirements of Asian patients are described in detail. The mean follow-up was 26 months (range, 6 to 108 months). Fat grafting was an integral part of our procedure, with 95 percent having concomitant facial fat grafting with their face lift. Patients were followed up in accordance with a standardized schedule. The majority of patients reported high satisfaction with the aesthetic outcome of the technique, with natural, long-lasting results. The face lift plane of dissection is through the facial soft-tissue spaces, which provide atraumatic sub-SMAS access with precise release of the intervening retaining ligaments for effective flap mobilization. By emphasizing tension on the composite flap with no tension on the skin closure, the scars were discrete in the great majority of patients. Complications were few, with no hematomas or skin flap necrosis. The temporary nerve injury rate was 1.5 percent, with no patient having a permanent nerve injury. The composite face lift is an ideal technique for Asian patients as it delivers natural, long-lasting results; a quick recovery; and high patient satisfaction. Therapeutic, IV.","Plastic and reconstructive surgery","{""Wong, Chin-Ho"",""Hsieh, Michael Ku Hung"",""Mendelson, Bryan""}","{N/A}","2021-11"
34758002,"Effect of Needle Sizes 30 G and 32 G on Skin Penetration Force in Cadavers: Implications for Pain Perception and Needle Change during Botulinum Toxin Injections.","N/A","Plastic and reconstructive surgery","{""Tansatit, Tanvaa"",""Uruwan, Sukanya"",""Wilkes, Mikaela"",""Rungsawang, Chalermquan""}","{N/A}","2021-12"
34758003,"Risk of Developing Breast Reconstruction Complications: A Machine-Learning Nomogram for Individualized Risk Estimation with and without Postmastectomy Radiation Therapy.","The authors' purpose was to create a nomogram using machine learning models predicting risk of breast reconstruction complications with or without postmastectomy radiation therapy. Between 1997 and 2017, 1617 breast cancer patients undergoing mastectomy and breast reconstruction were analyzed. Those with autologous, tissue expander/implant, and single-stage direct-to-implant reconstruction were included. Postmastectomy radiation therapy was delivered either with three-dimensional conformal photon or proton therapy. Complication endpoints were defined based on surgical reintervention operative notes as infection/necrosis requiring dbridement. For implant-based patients, the authors studied capsular contracture requiring capsulotomy and implant failure. For each complication endpoint, least absolute shrinkage and selection operator-penalized regression was used to select the subset of predictors associated with the smallest prediction error from 10-fold cross-validation. Nomograms were built using the least absolute shrinkage and selection operator-selected predictors, and internal validation using cross-validation was performed. Median follow-up was 6.6 years. Among 1617 patients, 23 percent underwent autologous reconstruction, 39 percent underwent direct-to-implant reconstruction, and 37 percent underwent tissue expander/implant reconstruction. Among 759 patients who received postmastectomy radiation therapy, 8.3 percent received proton-therapy to the chest wall and nodes and 43 percent received chest wall boost. Internal validation for each model showed an area under the receiver operating characteristic curve of 73 percent for infection, 75 percent for capsular contracture, 76 percent for absolute implant failure, and 68 percent for overall implant failure. Periareolar incisions and complete implant muscle coverage were found to be important predictors for infection and capsular contracture, respectively. In a multivariable analysis, we found that protons compared to no postmastectomy radiation therapy significantly increased capsular contracture risk (OR, 15.3; p < 0.001). This was higher than the effect of photons with electron boost versus no postmastectomy radiation therapy (OR, 2.5; p = 0.01). Using machine learning, these nomograms provided prediction of postmastectomy breast reconstruction complications with and without radiation therapy. Risk, III.","Plastic and reconstructive surgery","{""Naoum, George E"",""Ho, Alice Y"",""Shui, Amy"",""Salama, Laura"",""Goldberg, Saveli"",""Arafat, Waleed"",""Winograd, Jonathan"",""Colwell, Amy"",""Smith, Barbara L"",""Taghian, Alphonse G""}","{N/A}","2021-11"
34758004,"Prednisolone Treatment Is Effective for an Idiopathic Penile Abscess: A Case Report and Review.","BACKGROUND Penile abscesses were traditionally regarded as an infectious disease; however, idiopathic cases in which prednisolone was effective have been reported. CASE REPORT A 64-year-old man was admitted to the hospital with symptoms of penile induration and dysuria. He was diagnosed with a penile abscess, which was punctured and then relapsed. An incision and drainage were performed on the abscess, and the pus and tissue samples were cultured and examined histologically. There was no evidence of malignancy or bacterial infection, and he was diagnosed with an idiopathic penile abscess. As pus continuously drained from the incision, prednisolone 40 mg was initiated, which resulted in a decreased amount of pus and eventual wound closure. Over 15 months, prednisolone was gradually tapered to 5 mg, and the abscess continued to decrease in size. CONCLUSIONS Idiopathic penile abscesses are rare but often lead to penectomy. Prednisolone is a new treatment method for such patients. This is the third case of an idiopathic penile abscess that was successfully treated with prednisolone. The causative agent of the idiopathic penile abscess was suggested to be pyoderma gangrenosum; however, this case did not exhibit the typical characteristics of pyoderma gangrenosum. Therefore, further investigation was needed. A differential diagnosis of an infectious abscess is required before initiating steroid treatment. Open drainage is useful, but the size of the incision should be minimized for the purpose of preserving penile function. The prednisolone dose should be started at 20 to 40 mg and reduced gradually to avoid relapse.","The American journal of case reports","{""Yamagishi, Atsushi"",""Kurokawa, Masayuki"",""Nishida, Hayato"",""Konno, Takayuki"",""Tsuchiya, Norihiko""}","{Abscess,""Diagnosis, Differential"",Drainage,Humans,Male,""Middle Aged"",Prednisolone,""Pyoderma Gangrenosum""}","2021-11"
34758005,"Exercise physical, fitness and Parkinson's disease: an 8-year follow-up study.","The progression of Parkinsons Disease is variable, leading to a poor pharmacological response, as the effect of medication is reduced due to adaptation. Physical therapy is established as adjuvant treatment on physical conditions. The aim of this study was to monitor the level of physical fitness and anthropometric parameters of patients diagnosed with Parkinson's Disease, who had participated in physical exercise programs for 8-years. 71 patients diagnosed with Parkinson's Disease (53.50% males), mean age 71.199.04 years old, with a mean disease stage of 2.520.77 (Hoehn and Yahr scale). All patients underwent an assessment of fitness and body composition at baseline (2011), 4-years, and 8-years. The study of the anthropometric parameters showed that throughout the 8 years of follow-up, the BMI has not undergone significant changes and shows a small upward trend for both men (0.30%, sig=0.938) and women(-0.10%, sig=0.817). This same behavior was reflected by the weight in men (1.36%, sig=0.315) and in women (-0.35%, sig=0.787). In terms of physical fitness, men showed a trend towards a deterioration in this parameter over the 8 years of follow-up (Fitness = -1.82%, sig = 0.930), while women showed a trend towards improvement (Fitness = 0.96%, sig = 0.821). The same is recorded for strength and flexibility, where the data suggest that these are two of the variables that deteriorated the most over the 8 years of the study. After an 8-year follow-up, no significant changes in FC parameters affected by the progression of a neurodegenerative disease such as Parkinson's disease have been identified. The 8-foot up and go test has shown correlations with the other physical tests used.","The Journal of sports medicine and physical fitness","{""Cancela-Carral, José M"",""Mollinedo-Cardalda, Irimia"",""López-Rodríguez, Adriana"",""Vila-Suárez, Helena""}","{N/A}","2021-11"
34758260,"Audio Interview: Covid-19 in Brazil and New Evidence for Vaccinating Younger Children.","N/A","The New England journal of medicine","{""Rubin, Eric J"",""Baden, Lindsey R"",""Grinsztejn, Beatriz"",""Morrissey, Stephen""}","{""BNT162 Vaccine"",Brazil,COVID-19,""COVID-19 Vaccines"",Child,""Child, Preschool"",""Communicable Disease Control"",""Disease Transmission, Infectious"",""Health Status Disparities"",""Healthcare Disparities"",Humans,""Immunogenicity, Vaccine"",""Patient Acceptance of Health Care"",""Patient Acuity""}","2021-11"
